Movie	Released on	URL	Word	Count
Keechak Vadha (1959)	1959	https://www.lyricsbogie.com/movies/keechak-vadha-1959/gori-aankho-dale-kajra.html	gori	4
Punar Milan (1964)	1964	https://www.lyricsbogie.com/movies/punar-milan-1964/paas-baitho-tabiyat-behal-jayegi.html	gore	1
Lalten (1956)	1956	https://www.lyricsbogie.com/movies/lalten-1956/dil-ki-dilli-de-daali.html	gori	2
Tarkieb (2000)	2000	https://www.lyricsbogie.com/movies/tarkieb-2000/dupatte-ka-pallu.html	goriya	2
Sapoot (1996)	1996	https://www.lyricsbogie.com/movies/sapoot-1996/main-ladki-ka-deewana.html	gori	1
Jhootha Hi Sahi (2010)	2010	https://www.lyricsbogie.com/movies/jhootha-hi-sahi-2010/maiyya-yashoda-jamuna-mix.html	gori	1
Mumbai Can Dance Saala (2014)	2014	https://www.lyricsbogie.com/movies/mumbai-can-dance-saala-2014/shake-kamariya.html	gore	2
Apna Khoon (1978)	1978	https://www.lyricsbogie.com/movies/apna-khoon-1978/hakim-tarachand.html	gori	1
Ilzam (1954)	1954	https://www.lyricsbogie.com/movies/ilzam-1954/o-balle-balle-dil-jale-hawa.html	gori	2
Main Khiladi Tu Anari (1994)	1994	https://www.lyricsbogie.com/movies/main-khiladi-tu-anari-1994/main-khiladi-tu-anari-title.html	gori	3
Jeene Ki Arzoo (1981)	1981	https://www.lyricsbogie.com/movies/jeene-ki-arzoo-1981/gup-chup-chori-chori.html	gori	3
Immaan Dharam (1977)	1977	https://www.lyricsbogie.com/movies/immaan-dharam-1977/kuncham-kuncham.html	gora	1
Agra Road (1957)	1957	https://www.lyricsbogie.com/movies/agra-road-1957/duniya-ki-nazar-hai-buri.html	gori	1
Nirnayak (1997)	1997	https://www.lyricsbogie.com/movies/nirnayak-1997/bogey-bogey.html	gore	2
Jackpot (2013)	2013	https://www.lyricsbogie.com/movies/jackpot-2013/eggjactly.html	gore	1
Mr. & Mrs. '55 (1955)	1955	https://www.lyricsbogie.com/movies/mr-mrs-55-1955/ab-to-ji-hone-laga.html	gori	15
Mr. & Mrs. '55 (1955)	1955	https://www.lyricsbogie.com/movies/mr-mrs-55-1955/ab-to-ji-hone-laga.html	goriyon	6
Apna Haath Jagannath (1960)	1960	https://www.lyricsbogie.com/movies/apna-haath-jagannath-1960/banke-gulgule-jal.html	gori	2
Basant Panchami (1956)	1956	https://www.lyricsbogie.com/movies/basant-panchami-1956/badal-pe-madal-baje.html	gore	4
Basant Panchami (1956)	1956	https://www.lyricsbogie.com/movies/basant-panchami-1956/badal-pe-madal-baje.html	goriyon	2
Halla Gulla (1954)	1954	https://www.lyricsbogie.com/movies/halla-gulla-1954/yun-na-chedo-balam-koi.html	gori	2
Paandav (1995)	1995	https://www.lyricsbogie.com/movies/paandav-1995/tailer-o-tailer.html	gore	2
Pakshiraj (1959)	1959	https://www.lyricsbogie.com/movies/pakshiraj-1959/bhola-bhala-mukhda-tera.html	gori	4
Aakhri Khat (1966)	1967	https://www.lyricsbogie.com/movies/aakhri-khat-1966/o-my-darling.html	gore	10
Badi Bahu (1951)	1951	https://www.lyricsbogie.com/movies/badi-bahu-1951/kaahe-naino-mein-kajraa-bharo.html	gori	2
Jeevan Jyoti (1976)	1976	https://www.lyricsbogie.com/movies/jeevan-jyoti-1976/ranjhe-ki-aankhon-se.html	gori	2
Anmol Moti (1969)	1969	https://www.lyricsbogie.com/movies/anmol-moti-1969/ae-jaan-e-chaman.html	gora	6
Daata (1989)	1989	https://www.lyricsbogie.com/movies/daata-1989/holi-khelein.html	gori	2
Sazaa (1972)	1972	https://www.lyricsbogie.com/movies/sazaa-1972/o-roop-ki-raani-dekh.html	gori	1
Sazaa (1972)	1972	https://www.lyricsbogie.com/movies/sazaa-1972/o-roop-ki-raani-dekh.html	gore	3
Taqdeerwala (1995)	1995	https://www.lyricsbogie.com/movies/taqdeerwala-1995/ladki-badi-hai-kamaal-ki.html	goriye	1
Taqdeerwala (1995)	1995	https://www.lyricsbogie.com/movies/taqdeerwala-1995/ladki-badi-hai-kamaal-ki.html	gori	2
Taqdeerwala (1995)	1995	https://www.lyricsbogie.com/movies/taqdeerwala-1995/ladki-badi-hai-kamaal-ki.html	goriya	1
O Teri (2014)	2014	https://www.lyricsbogie.com/movies/o-teri-2014/phollo-karta.html	gori	2
Aarop (1973)	1973	https://www.lyricsbogie.com/movies/aarop-1973/hath-mere-hai-madhu.html	gora	1
Heeralal Pannalal (1978)	1978	https://www.lyricsbogie.com/movies/heeralal-pannalal-1978/o-padosan-ki-ladki.html	gore	1
Bandhan (1956)	1956	https://www.lyricsbogie.com/movies/bandhan-1956/hasino-ke-ankho-ke.html	gora	1
Billa Ranga (1982)	1982	https://www.lyricsbogie.com/movies/billa-ranga-1982/naam-mera-billa.html	gora	4
Bharosa (1963)	1963	https://www.lyricsbogie.com/movies/bharosa-1963/yeh-jhuke-jhuke-naina.html	gori	1
Sapne Suhane (1961)	1961	https://www.lyricsbogie.com/movies/sapne-suhane-1961/ghoonghat-hata-na-dena-goriye.html	goriye	7
Lady Robinhood (1959)	1959	https://www.lyricsbogie.com/movies/lady-robinhood-1959/reshmi-dupatta.html	goriye	4
Lady Robinhood (1959)	1959	https://www.lyricsbogie.com/movies/lady-robinhood-1959/reshmi-dupatta.html	gori	2
Gajre (1948)	1948	https://www.lyricsbogie.com/movies/gajre-1948/chali-dulhan-baaraatiyon.html	gori	3
Haseena Maan Jaayegi (1999)	1999	https://www.lyricsbogie.com/movies/haseena-maan-jaayegi-1999/panga-na-le-mere-naal.html	goriye	4
Wanted (2009)	2009	https://www.lyricsbogie.com/movies/wanted-2009/tose-pyaar-kare-hai.html	gori	10
Lekar Hum Deewana Dil (2014)	2014	https://www.lyricsbogie.com/movies/lekar-hum-deewana-dil-2014/mawali-qawwali.html	gori	1
Yeh Raat Phir Na Aayegi (1992)	1992	https://www.lyricsbogie.com/movies/yeh-raat-phir-na-aayegi-1992/haye-haye-saans-chadi.html	gore	1
Bhai-Bhai (1970)	1970	https://www.lyricsbogie.com/movies/bhai-bhai-1970/sapera-been-baja.html	gore	2
Jhoothi (1985)	1985	https://www.lyricsbogie.com/movies/jhoothi-1985/chanda-dekhe-chanda.html	gori	6
Sawan (1959)	1959	https://www.lyricsbogie.com/movies/sawan-1959/meri-ghaghri-nu.html	goriye	3
C.I.D. (1956)	1956	https://www.lyricsbogie.com/movies/c-i-d-1956/lekhe-pahla-pahla-pyar.html	gori	2
Parasmani (1992)	1992	https://www.lyricsbogie.com/movies/parasmani-1992/tu-meri-mehbooba-hain.html	gore	1
Ganga Ki Lahren (1964)	1964	https://www.lyricsbogie.com/movies/ganga-ki-lahren-1964/dekho-re-koi-kaminiya.html	gori	2
Caravan (1971)	1971	https://www.lyricsbogie.com/movies/caravan-1971/kitna-pyara-wada-hai.html	gora	2
Nagin (1954)	1954	https://www.lyricsbogie.com/movies/nagin-1954/ari-chhod-de-patang.html	gori	1
Roti (1974)	1974	https://www.lyricsbogie.com/movies/roti-1974/gore-rang-pe-na-itna.html	gora	6
Roti (1974)	1974	https://www.lyricsbogie.com/movies/roti-1974/gore-rang-pe-na-itna.html	gore	6
Qatil Kaun (1980)	1980	https://www.lyricsbogie.com/movies/qatil-kaun-1980/jaau-kaha-gori-teri-gali-chhod-ke.html	gori	8
Janta Ki Adalat (1994)	1994	https://www.lyricsbogie.com/movies/janta-ki-adalat-1994/koyal-bole.html	gore	2
Andolan (1975)	1975	https://www.lyricsbogie.com/movies/andolan-1975/paanch-rupaiya.html	gori	1
Zulm Ko Jala Doonga (1988)	1988	https://www.lyricsbogie.com/movies/zulm-ko-jala-doonga-1988/sari-raat-jagaye.html	gora	2
Mera Rakshak (1978)	1978	https://www.lyricsbogie.com/movies/mera-rakshak-1978/tere-hothon-ke.html	gori	4
Do Ustad (1959)	1959	https://www.lyricsbogie.com/movies/do-ustad-1959/nazron-ke-teer-maare.html	gori	7
Judge Mujrim (1997)	1997	https://www.lyricsbogie.com/movies/judge-mujrim-1997/hum-tum-dono-mil-gaye.html	gori	2
Shravan Kumar (1946)	1946	https://www.lyricsbogie.com/movies/shravan-kumar-1946/o-chanda-kyon-itni-door-hamse.html	gori	2
Dhoom Dadakka (2008)	2008	https://www.lyricsbogie.com/movies/dhoom-dadakka-2008/ara-ra-ra-ra-ghar-aaye-chaliwa.html	gori	3
Jawani Ki Hawa (1959)	1959	https://www.lyricsbogie.com/movies/jawani-ki-hawa-1959/babu-re-babu.html	gora	4
Jagir (1984)	1984	https://www.lyricsbogie.com/movies/jagir-1984/shaharon-mein-se-shahar.html	gore	1
Memsaab (1971)	1971	https://www.lyricsbogie.com/movies/memsaab-1971/suno-suno-ek-baat-kahu.html	gori	2
Raghuveer (1995)	1995	https://www.lyricsbogie.com/movies/raghuveer-1995/tere-pyar-mein-3.html	gore	2
Shortcut Romeo (2013)	2013	https://www.lyricsbogie.com/movies/shortcut-romeo-2013/pe-pe-pe.html	gori	1
Bhakta Surdas (1942)	1942	https://www.lyricsbogie.com/movies/bhakta-surdas-1942/sar-pe-kadam-ki.html	gori	10
Mujrim (1970)	1970	https://www.lyricsbogie.com/movies/mujrim-1970/main-hoon-roop-ki-rani-2.html	gora	3
Bhaag Kahan Tak Bhagega (2016)	2016	https://www.lyricsbogie.com/movies/bhaag-kahan-tak-bhagega-2016/ankhon-mein-teri.html	gora	2
Apna Haath Jagannath (1960)	1960	https://www.lyricsbogie.com/movies/apna-haath-jagannath-1960/zindagi-ye-uski-hai.html	gori	1
Gair (1999)	1999	https://www.lyricsbogie.com/movies/gair-1999/tu-aaja-meri.html	gore	4
Gautam Govinda (2002)	2002	https://www.lyricsbogie.com/movies/gautam-govinda-2002/main-ganga-paar.html	gora	12
Aaj Ka Arjun (1990)	1990	https://www.lyricsbogie.com/movies/aaj-ka-arjun-1990/gori-hain-kalaiyan.html	gori	15
Johar-Mehmood In Goa (1965)	1965	https://www.lyricsbogie.com/movies/johar-mehmood-in-goa-1965/dhire-re-chalo.html	gora	1
Jaani Dushman (1979)	1979	https://www.lyricsbogie.com/movies/jaani-dushman-1979/tere-haathon-mein-pehana.html	gora	2
Billa Ranga (1982)	1982	https://www.lyricsbogie.com/movies/billa-ranga-1982/laila-tum-ho-majnu-mai-hu.html	gori	7
Bade Bhaiya (1951)	1951	https://www.lyricsbogie.com/movies/bade-bhaiya-1951/gori-ki-chatak-matak.html	gori	7
Faisla (1988)	1988	https://www.lyricsbogie.com/movies/faisla-1988/andheri-hai-raat-sajan.html	gori	1
Bahu Beti (1953)	1953	https://www.lyricsbogie.com/movies/bahu-beti-1953/gori-dulhaniya.html	gori	34
Taj (1956)	1956	https://www.lyricsbogie.com/movies/taj-1956/gori-bulaye-tera.html	gori	10
Basant (1960)	1960	https://www.lyricsbogie.com/movies/basant-1960/chori-chori-ek-ishara.html	gore	1
Kool Nahi Hot Hain Hum (2008)	2008	https://www.lyricsbogie.com/movies/kool-nahi-hot-hain-hum-2008/kali-kali.html	gori	1
Baarish (1991)	1991	https://www.lyricsbogie.com/movies/baarish-1991/karo-na-humpe-gussa.html	gori	4
Abhimaan (1973)	1973	https://www.lyricsbogie.com/movies/abhimaan-1973/loote-koi-man-ka-nagar.html	sanwala	2
Ek Main Ek Tum (2010)	2010	https://www.lyricsbogie.com/movies/ek-main-ek-tum-2010/na-monday-na-tuesday.html	gori	10
Veena (1948)	1948	https://www.lyricsbogie.com/movies/veena-1948/gokul-ki-ek-naar-chhabeeli.html	gora	3
Musafir Khana (1955)	1955	https://www.lyricsbogie.com/movies/musafir-khana-1955/jhuthe-zamaane-bhar-ke.html	gori	4
Dhoop Chhaon (1977)	1977	https://www.lyricsbogie.com/movies/dhoop-chhaon-1977/tir-kaleje-par-maar-gaya.html	gori	10
Aakhri Kasam (1979)	1979	https://www.lyricsbogie.com/movies/aakhri-kasam-1979/tera-rang-bada-hai-gora.html	gora	10
Pyar Ki Kahani (1971)	1971	https://www.lyricsbogie.com/movies/pyar-ki-kahani-1971/gori-ho-gori.html	gori	12
Main Khiladi Tu Anari (1994)	1994	https://www.lyricsbogie.com/movies/main-khiladi-tu-anari-1994/chura-ke-dil-mera.html	goriya	5
Basant Bahar (1956)	1956	https://www.lyricsbogie.com/movies/basant-bahar-1956/ketaki-gulab-juhi.html	gori	2
Mardangi (1988)	1988	https://www.lyricsbogie.com/movies/mardangi-1988/mujhko-tera-pyar-chahiye.html	gori	5
Paramaatma (1994)	1994	https://www.lyricsbogie.com/movies/paramaatma-1994/swarg-mein-milegi.html	gori	5
Mujhe Kucch Kehna Hai (2001)	2001	https://www.lyricsbogie.com/movies/mujhe-kucch-kehna-hai-2001/maine-koi-jadoo.html	gori	1
Shama Parwana (1954)	1954	https://www.lyricsbogie.com/movies/shama-parwana-1954/jake-lage-naina.html	gori	2
Raj Mukut (1950)	1950	https://www.lyricsbogie.com/movies/raj-mukut-1950/panghat-pe-na-jaiyo.html	gori	12
Hamare Tumhare (1979)	1979	https://www.lyricsbogie.com/movies/hamare-tumhare-1979/kahe-ko-bulaya.html	gori	1
Lakshmi Narayan (1951)	1951	https://www.lyricsbogie.com/movies/lakshmi-narayan-1951/man-ko-luta-ke.html	gori	2
Rivaaj (1972)	1972	https://www.lyricsbogie.com/movies/rivaaj-1972/tujh-mein-hu-main.html	gori	2
Deewana (1992)	1992	https://www.lyricsbogie.com/movies/deewana-1992/payaliya.html	goree	1
Deewana (1992)	1992	https://www.lyricsbogie.com/movies/deewana-1992/payaliya.html	gore	2
Madhu (1959)	1959	https://www.lyricsbogie.com/movies/madhu-1959/o-deke-badnaami-zamane-bhar-ki.html	gori	4
Howrah Bridge (1958)	1958	https://www.lyricsbogie.com/movies/howrah-bridge-1958/gora-rang-chunariya-kaali.html	goriye	4
Howrah Bridge (1958)	1958	https://www.lyricsbogie.com/movies/howrah-bridge-1958/gora-rang-chunariya-kaali.html	gora	5
Howrah Bridge (1958)	1958	https://www.lyricsbogie.com/movies/howrah-bridge-1958/gora-rang-chunariya-kaali.html	gori	2
Chale Hain Sasural (1966)	1966	https://www.lyricsbogie.com/movies/chale-hain-sasural-1966/chhodo-devi-ji.html	gori	2
Safar (1946)	1946	https://www.lyricsbogie.com/movies/safar-1946/chhoti-sethani-ji.html	gori	4
5 Rifles (1974)	1974	https://www.lyricsbogie.com/movies/5-rifles-1974/badan-mora-chamke.html	gori	2
Housefull 3 (2016)	2016	https://www.lyricsbogie.com/movies/housefull-3-2016/malamaal.html	gore	2
Sau Ka Note (1955)	1955	https://www.lyricsbogie.com/movies/sau-ka-note-1955/o-chalo-rani-karo-na.html	goriya	9
Black Tiger (1960)	1960	https://www.lyricsbogie.com/movies/black-tiger-1960/bade-shokh-hote-hai-husnwale.html	gore	1
Pujarin (1969)	1969	https://www.lyricsbogie.com/movies/pujarin-1969/piya-ki-nagariya.html	gori	4
Kalyug Aur Ramayan (1987)	1987	https://www.lyricsbogie.com/movies/kalyug-aur-ramayan-1987/chal-bhag-chale.html	gora	1
Ardhangini (1959)	1959	https://www.lyricsbogie.com/movies/ardhangini-1959/dil-hum-to-haare.html	gori	1
Yalgaar (1992)	1992	https://www.lyricsbogie.com/movies/yalgaar-1992/teri-chunni-pe-sitare.html	gore	8
2 October (2003)	2003	https://www.lyricsbogie.com/movies/2-october-2003/gori-o-gori.html	gori	24
Ghoonghat (1996)	1996	https://www.lyricsbogie.com/movies/ghoonghat-1996/hotel-hai-mobile.html	gore	2
Kanoon Apna Apna (1989)	1989	https://www.lyricsbogie.com/movies/kanoon-apna-apna-1989/gayi-gayi-main-to-gayi.html	gore	2
Abodh (1984)	1984	https://www.lyricsbogie.com/movies/abodh-1984/chandra-baal-shobitam.html	gori	1
Inteqam (2001)	2001	https://www.lyricsbogie.com/movies/inteqam-2001/patati-hai-kaise-ladki.html	gori	1
Inteqam (2001)	2001	https://www.lyricsbogie.com/movies/inteqam-2001/patati-hai-kaise-ladki.html	gore	1
Aaj Ka Daur (1985)	1985	https://www.lyricsbogie.com/movies/aaj-ka-daur-1985/petrol-bharo.html	gore	2
Panchayat (1958)	1958	https://www.lyricsbogie.com/movies/panchayat-1958/pyari-meri-ram-dulari.html	gori	4
Garam Coat (1955)	1955	https://www.lyricsbogie.com/movies/garam-coat-1955/ghunghat-mein-jal-gai-gori.html	gori	8
Baazigar (1959)	1959	https://www.lyricsbogie.com/movies/baazigar-1959/laayi-hoon-raja.html	gori	2
Champion (2000)	2000	https://www.lyricsbogie.com/movies/champion-2000/gora-mukhda-gaal-gulabi.html	gora	5
Aaj Ka Arjun (1990)	1990	https://www.lyricsbogie.com/movies/aaj-ka-arjun-1990/chali-aana-tu-pan-ki.html	gora	2
Aaj Ka Arjun (1990)	1990	https://www.lyricsbogie.com/movies/aaj-ka-arjun-1990/chali-aana-tu-pan-ki.html	gori	2
Naya Daur (1957)	1957	https://www.lyricsbogie.com/movies/naya-daur-1957/ude-jab-jab-zulfe-teri.html	goriye	2
Crook: It's Good to Be Bad (2010)	2010	https://www.lyricsbogie.com/movies/crook-its-good-to-be-bad-2010/challa.html	gorian	1
Sahebzaade (1992)	1992	https://www.lyricsbogie.com/movies/sahebzaade-1992/gore-galon-wali-mil-gayi.html	gore	3
Aankhen (1993)	1993	https://www.lyricsbogie.com/movies/aankhen-1993/chaukhat-pe-tumhari-hum.html	gori	1
Gangvaa (1984)	1984	https://www.lyricsbogie.com/movies/gangvaa-1984/angaara-hoon-main.html	gori	1
Resham Ki Dori (1974)	1974	https://www.lyricsbogie.com/movies/resham-ki-dori-1974/sona-hai-chandi-hai.html	gori	8
Ek Jhalak (1957)	1957	https://www.lyricsbogie.com/movies/ek-jhalak-1957/aaja-zara-mere-dil.html	gori	2
Rajaji (1999)	1999	https://www.lyricsbogie.com/movies/rajaji-1999/rajaji-rajaji-title.html	gori	2
Ghar Ki Laaj (1960)	1960	https://www.lyricsbogie.com/movies/ghar-ki-laaj-1960/le-lo-chudiya.html	gori	4
Jawalaa Dahej Ki (1982)	1982	https://www.lyricsbogie.com/movies/jawalaa-dahej-ki-1982/mori-dahiya-balam-ki.html	gora	2
Jawalaa Dahej Ki (1982)	1982	https://www.lyricsbogie.com/movies/jawalaa-dahej-ki-1982/mori-dahiya-balam-ki.html	gore	1
Mera Dil Tere Liye (1991)	1991	https://www.lyricsbogie.com/movies/mera-dil-tere-liye-1991/tere-gore-gore-gaal.html	gore	12
Sajjo Rani (1976)	1976	https://www.lyricsbogie.com/movies/sajjo-rani-1976/jiya-mane-nahi.html	gora	1
Aazmayish (1995)	1995	https://www.lyricsbogie.com/movies/aazmayish-1995/dhundh-rahe-hai.html	gore	1
Majboor (1948)	1948	https://www.lyricsbogie.com/movies/majboor-1948/har-shai-pe-jawani-hai.html	gori	1
Sanjog (1971)	1971	https://www.lyricsbogie.com/movies/sanjog-1971/roop-yeh-tera-jisne-banaya.html	gora	2
Kangan (1972)	1972	https://www.lyricsbogie.com/movies/kangan-1972/jhuke-jo-tere-naina.html	gori	6
Rut Rangeeli Ayee (1972)	1972	https://www.lyricsbogie.com/movies/rut-rangeeli-ayee-1972/leke-main-to-champa.html	gori	2
Rangeela (1995)	1995	https://www.lyricsbogie.com/movies/rangeela-1995/hai-rama-yeh-kya-hua.html	gori	2
Memsaab (1971)	1971	https://www.lyricsbogie.com/movies/memsaab-1971/hai-re-mohe-laage.html	gora	2
Basti (2003)	2003	https://www.lyricsbogie.com/movies/basti-2003/gin-gin-kaise-kate-hai-din.html	gora	1
Hum Hindustani (1960)	1960	https://www.lyricsbogie.com/movies/hum-hindustani-1960/chori-chori-tori-aayi-hai-radha.html	gore	2
Darshan (1941)	1941	https://www.lyricsbogie.com/movies/darshan-1941/mann-ki-kothariya.html	gori	6
Aansoo (1953)	1953	https://www.lyricsbogie.com/movies/aansoo-1953/din-pyar-ke-aaye-re.html	gori	4
Aansoo (1953)	1953	https://www.lyricsbogie.com/movies/aansoo-1953/din-pyar-ke-aaye-re.html	gore	2
Jung Baaz (1989)	1989	https://www.lyricsbogie.com/movies/jung-baaz-1989/ganga-jaisa-man-tera.html	gore	3
Sailaab (1956)	1956	https://www.lyricsbogie.com/movies/sailaab-1956/yeh-rut-yeh-raat-jawaan.html	gori	4
Daaka (1959)	1959	https://www.lyricsbogie.com/movies/daaka-1959/kaha-chali-goriya.html	goriya	1
The Gentleman (1994)	1994	https://www.lyricsbogie.com/movies/the-gentleman-1994/aashiqui-mein-had-se.html	gori	1
Aag Aur Daag (1970)	1970	https://www.lyricsbogie.com/movies/aag-aur-daag-1970/iski-ho-gayi-ho-uski-ho-gayi.html	gori	3
Parwana (1947)	1947	https://www.lyricsbogie.com/movies/parwana-1947/sainyya-ne-ungli-marodi-re.html	gori	4
Asli-Naqli (1962)	1962	https://www.lyricsbogie.com/movies/asli-naqli-1962/gori-zara-has-de.html	gori	8
Maine Pyar Kiya (1989)	1989	https://www.lyricsbogie.com/movies/maine-pyar-kiya-1989/antakshri.html	gore	5
Antim Nyay (1993)	1993	https://www.lyricsbogie.com/movies/antim-nyay-1993/para-hat-soniye.html	gori	2
Nadiya Ke Paar (1948)	1948	https://www.lyricsbogie.com/movies/nadiya-ke-paar-1948/maar-gayo-re.html	gori	3
Room No. 9 (1946)	1946	https://www.lyricsbogie.com/movies/room-no-9-1946/jiya-mora-bal-bal-jaye.html	gori	4
Woh Din Yaad Karo (1971)	1971	https://www.lyricsbogie.com/movies/woh-din-yaad-karo-1971/baitha-bairi-banke-saiyan.html	gori	10
I Love Desi (2015)	2015	https://www.lyricsbogie.com/movies/i-love-desi-2015/holi-color-zindagi-hai.html	gori	1
Payal (1957)	1957	https://www.lyricsbogie.com/movies/payal-1957/jaa-re-saanwale-salone.html	sanwale	4
Pareeksha (1963)	1963	https://www.lyricsbogie.com/movies/pareeksha-1963/sapnon-mein-aane-waala-aaya.html	gori	2
Nastik (1954)	1954	https://www.lyricsbogie.com/movies/nastik-1954/kanha-bajaae-basari.html	gore	4
Pakshiraj (1959)	1959	https://www.lyricsbogie.com/movies/pakshiraj-1959/lalchaye-re-nazar-lalchaye-re.html	gora	3
Pakshiraj (1959)	1959	https://www.lyricsbogie.com/movies/pakshiraj-1959/lalchaye-re-nazar-lalchaye-re.html	gori	6
Joru Ka Ghulam (2000)	2000	https://www.lyricsbogie.com/movies/joru-ka-ghulam-2000/neeche-phoolon-ki-dukan.html	gori	6
Naya Paisa (1958)	1958	https://www.lyricsbogie.com/movies/naya-paisa-1958/ajee-na-na-na-karo-jee-karo-haan.html	gori	2
Hadh: Life On The Edge Of Death (2001)	2001	https://www.lyricsbogie.com/movies/hadh-life-on-the-edge-of-death-2001/angoori-badan.html	gore	2
Goonj (1952)	1952	https://www.lyricsbogie.com/movies/goonj-1952/dil-mein-umang-sajan.html	gore	6
Aaj Ka M.L.A. Ram Avtar (1984)	1984	https://www.lyricsbogie.com/movies/aaj-ka-m-l-a-ram-avtar-1984/tukur-tukur-dekha-karu.html	gori	4
Aangan (1959)	1959	https://www.lyricsbogie.com/movies/aangan-1959/ankhiyon-mein-basiyo-raja.html	gora	1
Parwana (1947)	1947	https://www.lyricsbogie.com/movies/parwana-1947/biyaahi-mori-rani-hawaldaar.html	gori	4
Yuvraaj (1979)	1979	https://www.lyricsbogie.com/movies/yuvraaj-1979/tu-husn-hai.html	gori	1
Insan Aur Insaan (1985)	1985	https://www.lyricsbogie.com/movies/insan-aur-insaan-1985/ram-kare-phir-ho-hamara-milanwa.html	gori	4
Boot Polish (1954)	1954	https://www.lyricsbogie.com/movies/boot-polish-1954/thahar-zara-o-jane.html	gore	5
Ehsan (1970)	1970	https://www.lyricsbogie.com/movies/ehsan-1970/tauba-yeh-adaaye.html	gora	6
Sajjo Rani (1976)	1976	https://www.lyricsbogie.com/movies/sajjo-rani-1976/saiyya-ke-gaon-me.html	gora	1
Taj Mahal (1963)	1963	https://www.lyricsbogie.com/movies/taj-mahal-1963/na-na-na-re-na-na.html	gori	3
Mela (1971)	1971	https://www.lyricsbogie.com/movies/mela-1971/rut-hai-milan-ki.html	gori	1
Dus Lakh (1966)	1966	https://www.lyricsbogie.com/movies/dus-lakh-1966/baje-mori-payal.html	gora	1
Bhagyawan (1953)	1953	https://www.lyricsbogie.com/movies/bhagyawan-1953/mere-bhabhi-ne.html	gori	1
Mr. & Mrs. Khiladi (1997)	1997	https://www.lyricsbogie.com/movies/mr-mrs-khiladi-1997/jab-naukri-milegi.html	gori	6
